Champion,1st Item,2nd Item,3rd Item,4th Item, Pick Rate, Win Rate
Galio, Gargoyle Stoneplate, Locket of the Iron Solari, Zeke's Convergence,, 2.50%, 50.00%
Janna, Ardent Censer, Athene's Unholy Grail, Redemption,, 10.93%, 74.67%
Janna, Ardent Censer, Redemption, Athene's Unholy Grail,, 9.33%, 60.94%
Janna, Athene's Unholy Grail, Ardent Censer, Redemption,, 8.60%, 66.10%
Janna, Athene's Unholy Grail, Redemption, Ardent Censer,, 5.98%, 73.17%
Janna, Athene's Unholy Grail, Redemption, Locket of the Iron Solari,, 4.08%, 57.14%
Janna, Ardent Censer, Redemption, Shurelya's Reverie,, 3.64%, 52.00%
Janna, Ardent Censer, Redemption, Locket of the Iron Solari,, 3.06%, 80.95%
Janna, Ardent Censer, Mejai's Soulstealer, Athene's Unholy Grail,, 1.90%, 61.54%
Karma, Athene's Unholy Grail, Ardent Censer, Redemption,, 22.77%, 66.83%
Karma, Ardent Censer, Athene's Unholy Grail, Redemption,, 8.34%, 63.51%
Karma, Athene's Unholy Grail, Ardent Censer, Locket of the Iron Solari,, 6.31%, 71.43%
Karma, Athene's Unholy Grail, Redemption, Ardent Censer,, 3.72%, 75.76%
Karma, Athene's Unholy Grail, Ardent Censer, Shurelya's Reverie,, 2.82%, 48.00%
Karma, Ardent Censer, Redemption, Locket of the Iron Solari,, 2.82%, 60.00%
Karma, Ardent Censer, Athene's Unholy Grail, Locket of the Iron Solari,, 2.82%, 68.00%
Karma, Athene's Unholy Grail, Redemption, Locket of the Iron Solari,, 2.82%, 72.00%
Leona, Zeke's Convergence, Knight's Vow, Locket of the Iron Solari,, 13.82%, 69.67%
Leona, Zeke's Convergence, Locket of the Iron Solari, Knight's Vow,, 8.45%, 59.69%
Leona, Zeke's Convergence, Knight's Vow, Gargoyle Stoneplate,, 7.86%, 58.33%
Leona, Zeke's Convergence, Gargoyle Stoneplate, Knight's Vow,, 4.98%, 57.89%
Leona, Zeke's Convergence, Knight's Vow, Redemption,, 4.65%, 74.65%
Leona, Zeke's Convergence, Locket of the Iron Solari, Gargoyle Stoneplate,, 2.82%, 62.79%
Leona, Zeke's Convergence, Locket of the Iron Solari, Redemption,, 2.75%, 59.52%
Leona, Knight's Vow, Zeke's Convergence, Locket of the Iron Solari,, 2.55%, 56.41%
Lulu, Ardent Censer, Redemption, Locket of the Iron Solari,, 11.24%, 69.32%
Lulu, Ardent Censer, Athene's Unholy Grail, Redemption,, 10.73%, 55.95%
Lulu, Ardent Censer, Redemption, Athene's Unholy Grail,, 6.26%, 75.51%
Lulu, Athene's Unholy Grail, Ardent Censer, Redemption,, 4.85%, 57.89%
Lulu, Ardent Censer, Redemption, Mikael's Crucible,, 4.60%, 66.67%
Lulu, Ardent Censer, Redemption, Shurelya's Reverie,, 3.70%, 75.86%
Lulu, Ardent Censer, Redemption, Zeke's Convergence,, 3.58%, 64.29%
Lulu, Ardent Censer, Locket of the Iron Solari, Redemption,, 3.19%, 64.00%
Lux, Athene's Unholy Grail, Ardent Censer, Redemption,, 12.06%, 61.29%
Lux, Athene's Unholy Grail, Redemption, Ardent Censer,, 4.28%, 45.45%
Lux, Athene's Unholy Grail, Ardent Censer, Zhonya's Hourglass,, 4.28%, 72.73%
Lux, Ardent Censer, Athene's Unholy Grail, Redemption,, 3.50%, 66.67%
Lux, Athene's Unholy Grail, Ardent Censer, Mejai's Soulstealer,, 2.72%, 71.43%
Lux, Luden's Echo, Morellonomicon, Mejai's Soulstealer,, 2.33%, 83.33%
Lux, Luden's Echo, Mejai's Soulstealer, Morellonomicon,, 2.33%, 50.00%
Lux, Luden's Echo, Morellonomicon, Zhonya's Hourglass,, 2.33%, 50.00%
Maokai, Zeke's Convergence, Knight's Vow, Locket of the Iron Solari,, 5.50%, 66.67%
Maokai, Zeke's Convergence, Gargoyle Stoneplate, Knight's Vow,, 3.67%, 75.00%
Maokai, Liandry's Torment, Morellonomicon, Mejai's Soulstealer,, 2.75%, 100.00%
Maokai, Zeke's Convergence, Redemption, Locket of the Iron Solari,, 2.75%, 33.33%
Maokai, Knight's Vow, Zeke's Convergence, Redemption,, 2.75%, 100.00%
Maokai, Knight's Vow, Zeke's Convergence, Righteous Glory,, 2.75%, 100.00%
Maokai, Knight's Vow, Zeke's Convergence, Spirit Visage,, 1.83%, 50.00%
Maokai, Knight's Vow, Zeke's Convergence, Locket of the Iron Solari,, 1.83%, 100.00%
Morgana, Zhonya's Hourglass, Redemption, Locket of the Iron Solari,, 16.57%, 58.86%
Morgana, Zhonya's Hourglass, Locket of the Iron Solari, Redemption,, 7.29%, 50.65%
Morgana, Zhonya's Hourglass, Redemption, Zeke's Convergence,, 4.26%, 55.56%
Morgana, Zhonya's Hourglass, Redemption, Ardent Censer,, 3.41%, 69.44%
Morgana, Zhonya's Hourglass, Zeke's Convergence, Redemption,, 3.03%, 59.38%
Morgana, Zhonya's Hourglass, Ardent Censer, Redemption,, 2.65%, 60.71%
Morgana, Zhonya's Hourglass, Redemption, Twin Shadows,, 2.37%, 48.00%
Morgana, Zhonya's Hourglass, Twin Shadows, Redemption,, 2.08%, 50.00%
Nami, Athene's Unholy Grail, Ardent Censer, Redemption,, 16.14%, 66.83%
Nami, Ardent Censer, Athene's Unholy Grail, Redemption,, 10.79%, 72.93%
Nami, Athene's Unholy Grail, Redemption, Ardent Censer,, 7.54%, 69.89%
Nami, Ardent Censer, Redemption, Athene's Unholy Grail,, 7.22%, 64.04%
Nami, Ardent Censer, Redemption, Locket of the Iron Solari,, 5.52%, 64.71%
Nami, Athene's Unholy Grail, Redemption, Locket of the Iron Solari,, 4.14%, 64.71%
Nami, Ardent Censer, Athene's Unholy Grail, Locket of the Iron Solari,, 2.27%, 53.57%
Nami, Ardent Censer, Mikael's Crucible, Redemption,, 1.95%, 50.00%
Nautilus, Zeke's Convergence, Knight's Vow, Locket of the Iron Solari,, 9.26%, 64.44%
Nautilus, Zeke's Convergence, Knight's Vow, Gargoyle Stoneplate,, 9.12%, 63.91%
Nautilus, Zeke's Convergence, Knight's Vow, Redemption,, 6.58%, 58.33%
Nautilus, Zeke's Convergence, Locket of the Iron Solari, Knight's Vow,, 6.17%, 58.89%
Nautilus, Zeke's Convergence, Gargoyle Stoneplate, Knight's Vow,, 5.28%, 57.14%
Nautilus, Zeke's Convergence, Locket of the Iron Solari, Redemption,, 3.36%, 61.22%
Nautilus, Zeke's Convergence, Gargoyle Stoneplate, Locket of the Iron Solari,, 2.95%, 67.44%
Nautilus, Zeke's Convergence, Locket of the Iron Solari, Gargoyle Stoneplate,, 2.33%, 67.65%
Poppy, Righteous Glory, Zeke's Convergence, Gargoyle Stoneplate,, 3.53%, 100.00%
Poppy, Knight's Vow, Zeke's Convergence, Gargoyle Stoneplate,, 3.53%, 33.33%
Poppy, Zeke's Convergence, Knight's Vow, Gargoyle Stoneplate,, 3.53%, 66.67%
Poppy, Knight's Vow, Locket of the Iron Solari, Gargoyle Stoneplate,, 2.35%, 100.00%
Poppy, Umbral Glaive, Dead Man's Plate, Spirit Visage,, 2.35%, 100.00%
Poppy, Zeke's Convergence, Knight's Vow, Righteous Glory,, 2.35%, 100.00%
Poppy, Knight's Vow, Adaptive Helm, Locket of the Iron Solari,, 2.35%, 100.00%
Poppy, Zeke's Convergence, Sunfire Cape, Adaptive Helm,, 2.35%, 50.00%
Pyke, Umbral Glaive, Youmuu's Ghostblade, Duskblade of Draktharr,, 16.15%, 58.79%
Pyke, Umbral Glaive, Youmuu's Ghostblade, Guardian Angel,, 12.57%, 59.96%
Pyke, Umbral Glaive, Youmuu's Ghostblade, Edge of Night,, 12.17%, 58.04%
Pyke, Umbral Glaive, Duskblade of Draktharr, Youmuu's Ghostblade,, 8.33%, 58.17%
Pyke, Umbral Glaive, Edge of Night, Guardian Angel,, 5.65%, 62.87%
Pyke, Umbral Glaive, Duskblade of Draktharr, Edge of Night,, 4.10%, 61.63%
Pyke, Umbral Glaive, Duskblade of Draktharr, Guardian Angel,, 3.82%, 59.38%
Pyke, Umbral Glaive, Edge of Night, Youmuu's Ghostblade,, 3.01%, 53.17%
Rakan, Zeke's Convergence, Redemption, Knight's Vow,, 10.45%, 74.51%
Rakan, Zeke's Convergence, Knight's Vow, Redemption,, 8.40%, 73.17%
Rakan, Zeke's Convergence, Redemption, Locket of the Iron Solari,, 5.94%, 79.31%
Rakan, Zeke's Convergence, Locket of the Iron Solari, Redemption,, 5.74%, 71.43%
Rakan, Zeke's Convergence, Knight's Vow, Locket of the Iron Solari,, 3.89%, 57.89%
Rakan, Zeke's Convergence, Locket of the Iron Solari, Knight's Vow,, 3.69%, 66.67%
Rakan, Zeke's Convergence, Shurelya's Reverie, Redemption,, 3.07%, 80.00%
Rakan, Zeke's Convergence, Ardent Censer, Redemption,, 2.87%, 57.14%
Rumble, Liandry's Torment, Morellonomicon, Zhonya's Hourglass,, 20.00%, 41.67%
Rumble, Liandry's Torment, Zhonya's Hourglass, Void Staff,, 11.67%, 71.43%
Rumble, Liandry's Torment, Zhonya's Hourglass, Rylai's Crystal Scepter,, 11.67%, 57.14%
Rumble, Liandry's Torment, Zhonya's Hourglass, Morellonomicon,, 10.00%, 33.33%
Rumble, Hextech GLP-800, Liandry's Torment, Morellonomicon,, 3.33%, 0.00%
Rumble, Liandry's Torment, Rylai's Crystal Scepter, Zhonya's Hourglass,, 3.33%, 100.00%
Rumble, Liandry's Torment, Rylai's Crystal Scepter, Hextech Protobelt-01,, 1.67%, 0.00%
Rumble, Morellonomicon, Liandry's Torment, Mejai's Soulstealer,, 1.67%, 100.00%
Senna, Umbral Glaive, Athene's Unholy Grail, Ardent Censer,, 21.53%, 63.66%
Senna, Umbral Glaive, Athene's Unholy Grail, Redemption,, 8.18%, 57.71%
Senna, Umbral Glaive, Athene's Unholy Grail, Edge of Night,, 6.30%, 63.08%
Senna, Umbral Glaive, Athene's Unholy Grail, Duskblade of Draktharr,, 4.75%, 66.67%
Senna, Umbral Glaive, Duskblade of Draktharr, Edge of Night,, 4.46%, 65.22%
Senna, Umbral Glaive, Ardent Censer, Athene's Unholy Grail,, 2.49%, 59.74%
Senna, Umbral Glaive, Duskblade of Draktharr, Youmuu's Ghostblade,, 1.94%, 60.00%
Senna, Umbral Glaive, Edge of Night, Duskblade of Draktharr,, 1.94%, 50.00%
Shaco, Hextech GLP-800, Twin Shadows, Zhonya's Hourglass,, 5.33%, 50.00%
Shaco, Luden's Echo, Mejai's Soulstealer, Morellonomicon,, 4.44%, 70.00%
Shaco, Hextech GLP-800, Twin Shadows, Mejai's Soulstealer,, 4.00%, 66.67%
Shaco, Hextech GLP-800, Twin Shadows, Liandry's Torment,, 3.56%, 75.00%
Shaco, Hextech GLP-800, Twin Shadows, Morellonomicon,, 3.56%, 62.50%
Shaco, Hextech GLP-800, Liandry's Torment, Zhonya's Hourglass,, 3.11%, 42.86%
Shaco, Luden's Echo, Morellonomicon, Mejai's Soulstealer,, 2.67%, 100.00%
Shaco, Hextech GLP-800, Mejai's Soulstealer, Twin Shadows,, 2.67%, 66.67%
Shen, Knight's Vow, Locket of the Iron Solari, Redemption,, 14.29%, 69.23%
Shen, Knight's Vow, Locket of the Iron Solari, Gargoyle Stoneplate,, 6.59%, 33.33%
Shen, Knight's Vow, Locket of the Iron Solari, Warmog's Armor,, 4.40%, 75.00%
Shen, Knight's Vow, Randuin's Omen, Locket of the Iron Solari,, 3.30%, 66.67%
Shen, Redemption, Locket of the Iron Solari, Guardian Angel,, 3.30%, 66.67%
Shen, Redemption, Knight's Vow, Locket of the Iron Solari,, 3.30%, 100.00%
Shen, Knight's Vow, Locket of the Iron Solari, Randuin's Omen,, 3.30%, 66.67%
Shen, Knight's Vow, Gargoyle Stoneplate, Locket of the Iron Solari,, 3.30%, 100.00%
Sona, Athene's Unholy Grail, Ardent Censer, Redemption,, 19.29%, 70.77%
Sona, Athene's Unholy Grail, Ardent Censer, Locket of the Iron Solari,, 6.53%, 59.09%
Sona, Ardent Censer, Athene's Unholy Grail, Redemption,, 5.04%, 70.59%
Sona, Athene's Unholy Grail, Redemption, Shurelya's Reverie,, 4.75%, 68.75%
Sona, Athene's Unholy Grail, Redemption, Ardent Censer,, 4.75%, 68.75%
Sona, Athene's Unholy Grail, Ardent Censer, Mejai's Soulstealer,, 3.56%, 91.67%
Sona, Athene's Unholy Grail, Redemption, Locket of the Iron Solari,, 3.26%, 72.73%
Sona, Ardent Censer, Athene's Unholy Grail, Shurelya's Reverie,, 2.08%, 57.14%
Soraka, Athene's Unholy Grail, Ardent Censer, Redemption,, 10.75%, 66.67%
Soraka, Athene's Unholy Grail, Redemption, Ardent Censer,, 10.42%, 79.69%
Soraka, Athene's Unholy Grail, Redemption, Locket of the Iron Solari,, 4.72%, 58.62%
Soraka, Ardent Censer, Redemption, Locket of the Iron Solari,, 3.75%, 69.57%
Soraka, Athene's Unholy Grail, Redemption, Shurelya's Reverie,, 3.42%, 66.67%
Soraka, Athene's Unholy Grail, Redemption, Spirit Visage,, 2.93%, 66.67%
Soraka, Ardent Censer, Athene's Unholy Grail, Redemption,, 2.77%, 70.59%
Soraka, Ardent Censer, Redemption, Athene's Unholy Grail,, 2.61%, 93.75%
Swain, Liandry's Torment, Zhonya's Hourglass, Morellonomicon,, 12.96%, 71.79%
Swain, Liandry's Torment, Zhonya's Hourglass, Rylai's Crystal Scepter,, 8.31%, 56.00%
Swain, Zhonya's Hourglass, Liandry's Torment, Morellonomicon,, 8.31%, 64.00%
Swain, Rod of Ages, Zhonya's Hourglass, Liandry's Torment,, 7.97%, 50.00%
Swain, Rod of Ages, Zhonya's Hourglass, Morellonomicon,, 6.98%, 71.43%
Swain, Zhonya's Hourglass, Morellonomicon, Liandry's Torment,, 3.99%, 33.33%
Swain, Zhonya's Hourglass, Liandry's Torment, Rylai's Crystal Scepter,, 3.65%, 72.73%
Swain, Liandry's Torment, Zhonya's Hourglass, Spirit Visage,, 2.66%, 75.00%
TahmKench, Knight's Vow, Locket of the Iron Solari, Redemption,, 18.52%, 65.00%
TahmKench, Knight's Vow, Locket of the Iron Solari, Gargoyle Stoneplate,, 12.96%, 64.29%
TahmKench, Knight's Vow, Gargoyle Stoneplate, Locket of the Iron Solari,, 7.41%, 87.50%
TahmKench, Knight's Vow, Zeke's Convergence, Gargoyle Stoneplate,, 5.56%, 66.67%
TahmKench, Zeke's Convergence, Knight's Vow, Redemption,, 3.70%, 50.00%
TahmKench, Locket of the Iron Solari, Knight's Vow, Redemption,, 3.70%, 100.00%
TahmKench, Zeke's Convergence, Locket of the Iron Solari, Knight's Vow,, 2.78%, 0.00%
TahmKench, Zeke's Convergence, Knight's Vow, Locket of the Iron Solari,, 2.78%, 66.67%
Taric, Zeke's Convergence, Knight's Vow, Locket of the Iron Solari,, 14.63%, 59.52%
Taric, Zeke's Convergence, Knight's Vow, Ardent Censer,, 9.76%, 60.71%
Taric, Zeke's Convergence, Knight's Vow, Redemption,, 7.67%, 81.82%
Taric, Zeke's Convergence, Locket of the Iron Solari, Knight's Vow,, 4.53%, 76.92%
Taric, Zeke's Convergence, Locket of the Iron Solari, Redemption,, 3.83%, 54.55%
Taric, Zeke's Convergence, Redemption, Knight's Vow,, 3.48%, 70.00%
Taric, Zeke's Convergence, Ardent Censer, Redemption,, 3.48%, 90.00%
Taric, Zeke's Convergence, Ardent Censer, Locket of the Iron Solari,, 3.14%, 66.67%
Thresh, Zeke's Convergence, Knight's Vow, Redemption,, 9.23%, 64.62%
Thresh, Zeke's Convergence, Locket of the Iron Solari, Redemption,, 6.64%, 66.24%
Thresh, Zeke's Convergence, Knight's Vow, Locket of the Iron Solari,, 5.91%, 62.50%
Thresh, Zeke's Convergence, Redemption, Locket of the Iron Solari,, 4.94%, 62.64%
Thresh, Knight's Vow, Locket of the Iron Solari, Redemption,, 4.83%, 60.00%
Thresh, Zeke's Convergence, Redemption, Knight's Vow,, 4.37%, 63.64%
Thresh, Zeke's Convergence, Locket of the Iron Solari, Knight's Vow,, 4.00%, 65.25%
Thresh, Knight's Vow, Zeke's Convergence, Redemption,, 2.36%, 72.29%
VelKoz, Luden's Echo, Zhonya's Hourglass, Morellonomicon,, 5.85%, 33.33%
VelKoz, Luden's Echo, Morellonomicon, Liandry's Torment,, 4.39%, 44.44%
VelKoz, Hextech GLP-800, Twin Shadows, Morellonomicon,, 3.90%, 62.50%
VelKoz, Luden's Echo, Zhonya's Hourglass, Banshee's Veil,, 3.41%, 28.57%
VelKoz, Luden's Echo, Morellonomicon, Zhonya's Hourglass,, 2.93%, 50.00%
VelKoz, Luden's Echo, Zhonya's Hourglass, Liandry's Torment,, 2.44%, 60.00%
VelKoz, Luden's Echo, Morellonomicon, Void Staff,, 2.44%, 40.00%
VelKoz, Hextech GLP-800, Twin Shadows, Banshee's Veil,, 1.95%, 50.00%
Volibear, Righteous Glory, Gargoyle Stoneplate, Knight's Vow,, 7.69%, 33.33%
Volibear, Righteous Glory, Zeke's Convergence, Gargoyle Stoneplate,, 3.85%, 0.00%
Volibear, Righteous Glory, Zeke's Convergence, Locket of the Iron Solari,, 3.85%, 0.00%
Volibear, Righteous Glory, Gargoyle Stoneplate, Dead Man's Plate,, 2.56%, 100.00%
Volibear, Dead Man's Plate, Righteous Glory, Locket of the Iron Solari,, 2.56%, 50.00%
Volibear, Righteous Glory, Locket of the Iron Solari, Zeke's Convergence,, 2.56%, 100.00%
Volibear, Zeke's Convergence, Knight's Vow, Locket of the Iron Solari,, 2.56%, 100.00%
Volibear, Righteous Glory, Knight's Vow, Locket of the Iron Solari,, 2.56%, 0.00%
Xerath, Luden's Echo, Mejai's Soulstealer, Zhonya's Hourglass,, 12.37%, 50.00%
Xerath, Luden's Echo, Mejai's Soulstealer, Morellonomicon,, 9.62%, 60.71%
Xerath, Luden's Echo, Zhonya's Hourglass, Morellonomicon,, 9.28%, 37.04%
Xerath, Luden's Echo, Morellonomicon, Zhonya's Hourglass,, 8.25%, 62.50%
Xerath, Luden's Echo, Morellonomicon, Mejai's Soulstealer,, 5.84%, 58.82%
Xerath, Luden's Echo, Mejai's Soulstealer, Rabadon's Deathcap,, 4.12%, 100.00%
Xerath, Luden's Echo, Zhonya's Hourglass, Mejai's Soulstealer,, 4.12%, 75.00%
Xerath, Luden's Echo, Morellonomicon, Void Staff,, 3.44%, 60.00%
Yuumi, Athene's Unholy Grail, Ardent Censer, Redemption,, 20.27%, 63.85%
Yuumi, Athene's Unholy Grail, Ardent Censer, Mejai's Soulstealer,, 14.46%, 73.68%
Yuumi, Athene's Unholy Grail, Mejai's Soulstealer, Ardent Censer,, 7.52%, 67.09%
Yuumi, Athene's Unholy Grail, Ardent Censer, Twin Shadows,, 3.62%, 68.42%
Yuumi, Athene's Unholy Grail, Ardent Censer, Mikael's Crucible,, 3.52%, 51.35%
Yuumi, Athene's Unholy Grail, Ardent Censer, Shurelya's Reverie,, 3.43%, 63.89%
Yuumi, Ardent Censer, Athene's Unholy Grail, Redemption,, 3.24%, 44.12%
Yuumi, Athene's Unholy Grail, Luden's Echo, Mejai's Soulstealer,, 2.85%, 63.33%
Zac, Knight's Vow, Warmog's Armor, Spirit Visage,, 3.80%, 100.00%
Zac, Knight's Vow, Gargoyle Stoneplate, Thornmail,, 3.80%, 33.33%
Zac, Warmog's Armor, Spirit Visage, Thornmail,, 2.53%, 100.00%
Zac, Redemption, Locket of the Iron Solari, Gargoyle Stoneplate,, 2.53%, 50.00%
Zac, Spirit Visage, Knight's Vow, Warmog's Armor,, 2.53%, 50.00%
Zac, Gargoyle Stoneplate, Knight's Vow, Locket of the Iron Solari,, 2.53%, 100.00%
Zac, Sunfire Cape, Warmog's Armor, Spirit Visage,, 2.53%, 100.00%
Zac, Knight's Vow, Spirit Visage, Gargoyle Stoneplate,, 2.53%, 100.00%
Zilean, Hextech GLP-800, Twin Shadows, Mejai's Soulstealer,, 4.72%, 65.22%
Zilean, Hextech GLP-800, Twin Shadows, Zhonya's Hourglass,, 4.11%, 55.00%
Zilean, Hextech GLP-800, Mejai's Soulstealer, Twin Shadows,, 3.70%, 44.44%
Zilean, Twin Shadows, Shurelya's Reverie, Mejai's Soulstealer,, 3.08%, 73.33%
Zilean, Hextech GLP-800, Twin Shadows, Shurelya's Reverie,, 2.05%, 40.00%
Zilean, Twin Shadows, Mejai's Soulstealer, Zhonya's Hourglass,, 1.85%, 33.33%
Zilean, Twin Shadows, Hextech GLP-800, Zhonya's Hourglass,, 1.85%, 66.67%
Zilean, Hextech GLP-800, Twin Shadows, Redemption,, 1.85%, 44.44%
Zyra, Liandry's Torment, Zhonya's Hourglass, Rylai's Crystal Scepter,, 16.67%, 68.18%
Zyra, Liandry's Torment, Rylai's Crystal Scepter, Zhonya's Hourglass,, 16.67%, 45.45%
Zyra, Liandry's Torment, Rylai's Crystal Scepter, Void Staff,, 6.06%, 50.00%
Zyra, Liandry's Torment, Rylai's Crystal Scepter, Morellonomicon,, 5.30%, 71.43%
Zyra, Liandry's Torment, Zhonya's Hourglass, Morellonomicon,, 4.55%, 33.33%
Zyra, Zhonya's Hourglass, Liandry's Torment, Rylai's Crystal Scepter,, 4.55%, 66.67%
Zyra, Liandry's Torment, Morellonomicon, Rylai's Crystal Scepter,, 3.79%, 100.00%
Zyra, Liandry's Torment, Rylai's Crystal Scepter, Banshee's Veil,, 2.27%, 66.67%
