url,cn_title,cn_name,en_name,en_title,classes,lane,win_rate
http://game.gtimg.cn/images/lol/act/img/champion/Udyr.png,兽灵行者,乌迪尔,Udyr,the Spirit Walker,,,
http://game.gtimg.cn/images/lol/act/img/champion/Poppy.png,圣锤之毅,波比,Poppy,Keeper of the Hammer,,,
http://game.gtimg.cn/images/lol/act/img/champion/Gragas.png,酒桶,古拉加斯,Gragas,the Rabble Rouser,,,
http://game.gtimg.cn/images/lol/act/img/champion/Pantheon.png,不屈之枪,潘森,Pantheon,the Unbreakable Spear,,,
http://game.gtimg.cn/images/lol/act/img/champion/Ezreal.png,探险家,伊泽瑞尔,Ezreal,the Prodigal Explorer,,,
http://game.gtimg.cn/images/lol/act/img/champion/Mordekaiser.png,铁铠冥魂,莫德凯撒,Mordekaiser,the Iron Revenant,,,
http://game.gtimg.cn/images/lol/act/img/champion/Yorick.png,牧魂人,约里克,Yorick,Shepherd of Souls,,,
http://game.gtimg.cn/images/lol/act/img/champion/Akali.png,离群之刺,阿卡丽,Akali,the Rogue Assassin,,,
http://game.gtimg.cn/images/lol/act/img/champion/Kennen.png,狂暴之心,凯南,Kennen,the Heart of the Tempest,,,
http://game.gtimg.cn/images/lol/act/img/champion/Garen.png,德玛西亚之力,盖伦,Garen,The Might of Demacia,,,
http://game.gtimg.cn/images/lol/act/img/champion/Leona.png,曙光女神,蕾欧娜,Leona,the Radiant Dawn,,,
http://game.gtimg.cn/images/lol/act/img/champion/Malzahar.png,虚空先知,玛尔扎哈,Malzahar,the Prophet of the Void,,,
http://game.gtimg.cn/images/lol/act/img/champion/Talon.png,刀锋之影,泰隆,Talon,the Blade's Shadow,,,
http://game.gtimg.cn/images/lol/act/img/champion/Riven.png,放逐之刃,锐雯,Riven,the Exile,,,
http://game.gtimg.cn/images/lol/act/img/champion/KogMaw.png,深渊巨口,克格莫,Kog'Maw,the Mouth of the Abyss,,,
http://game.gtimg.cn/images/lol/act/img/champion/Shen.png,暮光之眼,慎,Shen,the Eye of Twilight,,,
http://game.gtimg.cn/images/lol/act/img/champion/Lux.png,光辉女郎,拉克丝,Lux,the Lady of Luminosity,,,
http://game.gtimg.cn/images/lol/act/img/champion/Xerath.png,远古巫灵,泽拉斯,Xerath,the Magus Ascendant,,,
http://game.gtimg.cn/images/lol/act/img/champion/Shyvana.png,龙血武姬,希瓦娜,Shyvana,the Half-Dragon,,,
http://game.gtimg.cn/images/lol/act/img/champion/Ahri.png,九尾妖狐,阿狸,Ahri,the Nine-Tailed Fox,,,
http://game.gtimg.cn/images/lol/act/img/champion/Graves.png,法外狂徒,格雷福斯,Graves,the Outlaw,,,
http://game.gtimg.cn/images/lol/act/img/champion/Fizz.png,潮汐海灵,菲兹,Fizz,the Tidal Trickster,,,
http://game.gtimg.cn/images/lol/act/img/champion/Volibear.png,雷霆咆哮,沃利贝尔,Volibear,the Thunder's Roar,,,
http://game.gtimg.cn/images/lol/act/img/champion/Rengar.png,傲之追猎者,雷恩加尔,Rengar,the Pridestalker,,,
http://game.gtimg.cn/images/lol/act/img/champion/Varus.png,惩戒之箭,韦鲁斯,Varus,the Arrow of Retribution,,,
http://game.gtimg.cn/images/lol/act/img/champion/Nautilus.png,深海泰坦,诺提勒斯,Nautilus,the Titan of the Depths,,,
http://game.gtimg.cn/images/lol/act/img/champion/Viktor.png,机械先驱,维克托,Viktor,the Machine Herald,,,
http://game.gtimg.cn/images/lol/act/img/champion/Sejuani.png,北地之怒,瑟庄妮,Sejuani,Fury of the North,,,
http://game.gtimg.cn/images/lol/act/img/champion/Fiora.png,无双剑姬,菲奥娜,Fiora,the Grand Duelist,,,
http://game.gtimg.cn/images/lol/act/img/champion/Ziggs.png,爆破鬼才,吉格斯,Ziggs,the Hexplosives Expert,,,
http://game.gtimg.cn/images/lol/act/img/champion/Lulu.png,仙灵女巫,璐璐,Lulu,the Fae Sorceress,,,
http://game.gtimg.cn/images/lol/act/img/champion/Draven.png,荣耀行刑官,德莱文,Draven,the Glorious Executioner,,,
http://game.gtimg.cn/images/lol/act/img/champion/Hecarim.png,战争之影,赫卡里姆,Hecarim,the Shadow of War,,,
http://game.gtimg.cn/images/lol/act/img/champion/Khazix.png,虚空掠夺者,卡兹克,Kha'Zix,the Voidreaver,,,
http://game.gtimg.cn/images/lol/act/img/champion/Darius.png,诺克萨斯之手,德莱厄斯,Darius,the Hand of Noxus,,,
http://game.gtimg.cn/images/lol/act/img/champion/Jayce.png,未来守护者,杰斯,Jayce,the Defender of Tomorrow,,,
http://game.gtimg.cn/images/lol/act/img/champion/Lissandra.png,冰霜女巫,丽桑卓,Lissandra,the Ice Witch,,,
http://game.gtimg.cn/images/lol/act/img/champion/Diana.png,皎月女神,黛安娜,Diana,Scorn of the Moon,,,
http://game.gtimg.cn/images/lol/act/img/champion/Quinn.png,德玛西亚之翼,奎因,Quinn,Demacia's Wings,,,
http://game.gtimg.cn/images/lol/act/img/champion/Syndra.png,暗黑元首,辛德拉,Syndra,the Dark Sovereign,,,
http://game.gtimg.cn/images/lol/act/img/champion/AurelionSol.png,铸星龙王,奥瑞利安·索尔,Aurelion Sol,The Star Forger,,,
http://game.gtimg.cn/images/lol/act/img/champion/Kayn.png,影流之镰,凯隐,Kayn,the Shadow Reaper,,,
http://game.gtimg.cn/images/lol/act/img/champion/Zoe.png,暮光星灵,佐伊,Zoe,the Aspect of Twilight,,,
http://game.gtimg.cn/images/lol/act/img/champion/Zyra.png,荆棘之兴,婕拉,Zyra,Rise of the Thorns,,,
http://game.gtimg.cn/images/lol/act/img/champion/Kaisa.png,虚空之女,卡莎,Kai'Sa,Daughter of the Void,,,
http://game.gtimg.cn/images/lol/act/img/champion/Gnar.png,迷失之牙,纳尔,Gnar,the Missing Link,,,
http://game.gtimg.cn/images/lol/act/img/champion/Zac.png,生化魔人,扎克,Zac,the Secret Weapon,,,
http://game.gtimg.cn/images/lol/act/img/champion/Yasuo.png,疾风剑豪,亚索,Yasuo,the Unforgiven,,,
http://game.gtimg.cn/images/lol/act/img/champion/Velkoz.png,虚空之眼,维克兹,Vel'Koz,the Eye of the Void,,,
http://game.gtimg.cn/images/lol/act/img/champion/Taliyah.png,岩雀,塔莉垭,Taliyah,the Stoneweaver,,,
http://game.gtimg.cn/images/lol/act/img/champion/Camille.png,青钢影,卡蜜尔,Camille,the Steel Shadow,,,
http://game.gtimg.cn/images/lol/act/img/champion/Braum.png,弗雷尔卓德之心,布隆,Braum,the Heart of the Freljord,,,
http://game.gtimg.cn/images/lol/act/img/champion/Jhin.png,戏命师,烬,Jhin,the Virtuoso,,,
http://game.gtimg.cn/images/lol/act/img/champion/Kindred.png,永猎双子,千珏,Kindred,The Eternal Hunters,,,
http://game.gtimg.cn/images/lol/act/img/champion/Jinx.png,暴走萝莉,金克丝,Jinx,the Loose Cannon,,,
http://game.gtimg.cn/images/lol/act/img/champion/TahmKench.png,河流之王,塔姆,Tahm Kench,the River King,,,
http://game.gtimg.cn/images/lol/act/img/champion/Senna.png,涤魂圣枪,赛娜,Senna,the Redeemer,,,
http://game.gtimg.cn/images/lol/act/img/champion/Lucian.png,圣枪游侠,卢锡安,Lucian,the Purifier,,,
http://game.gtimg.cn/images/lol/act/img/champion/Zed.png,影流之主,劫,Zed,the Master of Shadows,,,
http://game.gtimg.cn/images/lol/act/img/champion/Kled.png,暴怒骑士,克烈,Kled,the Cantankerous Cavalier,,,
http://game.gtimg.cn/images/lol/act/img/champion/Ekko.png,时间刺客,艾克,Ekko,the Boy Who Shattered Time,,,
http://game.gtimg.cn/images/lol/act/img/champion/Qiyana.png,元素女皇,奇亚娜,Qiyana,Empress of the Elements,,,
http://game.gtimg.cn/images/lol/act/img/champion/Vi.png,皮城执法官,蔚,Vi,the Piltover Enforcer,,,
http://game.gtimg.cn/images/lol/act/img/champion/Aatrox.png,暗裔剑魔,亚托克斯,Aatrox,the Darkin Blade,,,
http://game.gtimg.cn/images/lol/act/img/champion/Nami.png,唤潮鲛姬,娜美,Nami,the Tidecaller,,,
http://game.gtimg.cn/images/lol/act/img/champion/Azir.png,沙漠皇帝,阿兹尔,Azir,the Emperor of the Sands,,,
http://game.gtimg.cn/images/lol/act/img/champion/Yuumi.png,魔法猫咪,悠米,Yuumi,the Magical Cat,,,
http://game.gtimg.cn/images/lol/act/img/champion/Thresh.png,魂锁典狱长,锤石,Thresh,the Chain Warden,,,
http://game.gtimg.cn/images/lol/act/img/champion/Illaoi.png,海兽祭司,俄洛伊,Illaoi,the Kraken Priestess,,,
http://game.gtimg.cn/images/lol/act/img/champion/RekSai.png,虚空遁地兽,雷克塞,Rek'Sai,the Void Burrower,,,
http://game.gtimg.cn/images/lol/act/img/champion/Ivern.png,翠神,艾翁,Ivern,the Green Father,,,
http://game.gtimg.cn/images/lol/act/img/champion/Kalista.png,复仇之矛,卡莉丝塔,Kalista,the Spear of Vengeance,,,
http://game.gtimg.cn/images/lol/act/img/champion/Bard.png,星界游神,巴德,Bard,the Wandering Caretaker,,,
http://game.gtimg.cn/images/lol/act/img/champion/Rakan.png,幻翎,洛,Rakan,The Charmer,,,
http://game.gtimg.cn/images/lol/act/img/champion/Xayah.png,逆羽,霞,Xayah,the Rebel,,,
http://game.gtimg.cn/images/lol/act/img/champion/Ornn.png,山隐之焰,奥恩,Ornn,The Fire below the Mountain,,,
http://game.gtimg.cn/images/lol/act/img/champion/Sylas.png,解脱者,塞拉斯,Sylas,the Unshackled,,,
http://game.gtimg.cn/images/lol/act/img/champion/Neeko.png,万花通灵,妮蔻,Neeko,the Curious Chameleon,,,
http://game.gtimg.cn/images/lol/act/img/champion/Aphelios.png,残月之肃,厄斐琉斯,Aphelios,the Weapon of the Faithful,,,
http://game.gtimg.cn/images/lol/act/img/champion/Pyke.png,血港鬼影,派克,Pyke,the Bloodharbor Ripper,,,
http://game.gtimg.cn/images/lol/act/img/champion/Sett.png,腕豪,瑟提,Sett,the Boss,,,
